,Title,Category,Room Count,Floor,Area,Updated At,Price,Location
115,BÜYÜKÇEKMECE PINARTEPE MAH. 2+1 89 M2 SATILIK DAİRE,homeDaire,weekend2+1,layersDüz Giriş (Zemin),texture89 m2,event6 Ağustos,2.990.000 TL,İstanbul - Büyükçekmece - Pınartepe Mh.
116,"Merdivenkoy MedikalPark Karşısı, 3+1 Satılık Daire",homeDaire,weekend3+1,layers4. Kat,texture130 m2,event21 Ağustos,6.500.000 TL,İstanbul - Kadıköy - Merdivenköy Mh.
117,ANKA^DAN RENGARENK ÇİÇEKLERİN SİZİ KARŞILADIĞI SİTEDE 2+1,homeDaire,weekend2+1,layers4. Kat,texture95 m2,event21 Ağustos,4.250.000 TL,İstanbul - Üsküdar - Bulgurlu Mh.
118,ANKA^DAN İSTİKLALDE MANZARASI CEPHESİ AÇIK /KAPALI OTOPARKLI 5+1,homeDaire,weekend5+1,layers13. Kat,texture210 m2,event21 Ağustos,7.950.000 TL,İstanbul - Ümraniye - İstiklal Mh.
119,ANKA^DAN ÖZEL DEKORLU ENERJİSİ YÜKSEK ÇOK ŞIK 1+1 BAHÇELİ,homeDaire,weekend1+1,layersBahçe katı,texture55 m2,event21 Ağustos,2.350.000 TL,İstanbul - Üsküdar - Cumhuriyet Mh.
120,ANKA^DAN ÖZEL DEKORLU ENERJİSİ YÜKSEK ÇOK ŞIK 1+1 BAHÇELİ,homeDaire,weekend1+1,layersBahçe katı,texture55 m2,event21 Ağustos,2.350.000 TL,İstanbul - Üsküdar - Cumhuriyet Mh.
121,ÜMRANİYE ELMALIKENT MH İÇİ YENİLENMİŞ SATILIK 3+1 DAİRE,homeDaire,weekend3+1,layers4. Kat,texture130 m2,event21 Ağustos,6.250.000 TL,İstanbul - Ümraniye - Elmalıkent Mh.
122,YARISI DEVLETTEN KAMPANYALI KENTSEL DÖNÜŞÜM. AVCILAR DR. AHMET S,homeDaire,weekend2+1,layers1. Kat,texture90 m2,event21 Ağustos,1.950.000 TL,İstanbul - Avcılar - Denizköşkler Mh.
123,ÜMRANİYE ÇAMLIK İKBAL CADDESİ ÜZERİNDE TERAS LI TERAS KAT YATIRIM,homeDaire,weekend2+1,layersÇatı katı,texture80 m2,event21 Ağustos,2.500.000 TL,İstanbul - Ümraniye - Çamlık Mh.
124,4+2 SATILIK LOFT DAİRE,homeDaire,weekend4+2,layers1. Kat,texture200 m2,event21 Ağustos,10.500.000 TL,İstanbul - Büyükçekmece - Kumburgaz Mh.
125,2+1 ve 1+1,homeDaire,weekend3+2,layers5. Kat,texture180 m2,event21 Ağustos,3.450.000 TL,İstanbul - Bağcılar - 15 Temmuz Mh.
126,HANDAN KARASU GYD' den ZÜMRÜTEVLER' de FIRSAT 3+1 ARA KAT DAİRE,homeDaire,weekend3+1,layers1. Kat,texture120 m2,event20 Ağustos,4.000.000 TL,İstanbul - Maltepe - Zümrütevler Mh.
127,HANDAN KARASU GYD' den KAÇIRILMAZ FIRSAT 3+1 ARA KAT DAİRE,homeDaire,weekend3+1,layersYüksek giriş,texture110 m2,event20 Ağustos,3.600.000 TL,İstanbul - Ataşehir - Kayışdağı Mh.
128,Etiler Alkent Sitesi Satılık İçi Yenilenmiş 5+1 Çatı Dubleks,homeDaire,weekend5+1,layers5. Kat,texture320 m2,event20 Ağustos,90.000.000 TL,İstanbul - Beşiktaş - Etiler Mh.
129,Moda Caferağa satılık daire 1+1 çatı dubleksi 80m2 yeni binada,homeDaire,weekend1+1,layers5. Kat,texture80 m2,event20 Ağustos,9.800.000 TL,İstanbul - Kadıköy - Caferağa Mh.
130,OTOYOLCULAR SİTESİNDE SATILIK 2+1 GİRİŞ KATI,homeDaire,weekend2+1,layersDüz Giriş (Zemin),texture100 m2,event20 Ağustos,7.500.000 TL,İstanbul - Beşiktaş - Konaklar Mh.
131,Kelepir satılık daire,homeDaire,weekend2+1,layersBahçe katı,texture90 m2,event20 Ağustos,1.350.000 TL,İstanbul - Büyükçekmece - Bahçelievler Mh.
132,Tuzla Tepeörende Geniş Bahçe İçinde Özel Otoparklı Satılık Villa,homeVilla,weekend3+1,N/A,texture250 m2,event21 Ağustos,20.000.000 TL,İstanbul - Tuzla - Tepeören Mh.
133,Bahcelievler mah aydınllar cad satılık daire,homeDaire,weekend2+1,layers1. Kat,texture85 m2,event20 Ağustos,2.000.000 TL,İstanbul - Büyükçekmece - Bahçelievler Mh.
134,SAHİBİNDEN SİTE İÇİ EBEVEYN BANYOLU 3+1 SATILIK DAİRE,homeDaire,weekend3+1,layers3. Kat,texture130 m2,event20 Ağustos,6.400.000 TL,İstanbul - Pendik - Kurtköy Mh.
135,"MALTEPE,ALTAYÇEŞME,METEM SİTESİ,FULL DENİZ MANZ,GÜVENLİKLİ,3+1,",homeDaire,weekend3+1,layers10. Kat,texture130 m2,event20 Ağustos,5.250.000 TL,İstanbul - Maltepe - Altayçeşme Mh.
136,ESENYURT AŞİYAN SİTESİNDE 3+1 SATILIK DAİRE,homeDaire,weekend3+1,layers1. Kat,texture130 m2,event20 Ağustos,2.790.000 TL,İstanbul - Esenyurt - Yeşilkent Mh.
137,UYGUN FİYATA SATILIK DAİRE,homeDaire,weekend3+1,layersYüksek giriş,texture120 m2,event20 Ağustos,3.850.000 TL,İstanbul - Üsküdar - Kısıklı Mh.
138,ACİL SATİLİK BİNA,homeDaire,weekend2+1,layersMüstakil,texture124 m2,event20 Ağustos,9.200.000 TL,İstanbul - Arnavutköy - İslambey Mh.
139,ERCİYES'DEN SUADİYEDE MARMARAYA YAKIN KATTA TEK 3+1 BALKONLU,homeDaire,weekend3+1,layers1. Kat,texture120 m2,event20 Ağustos,6.975.000 TL,İstanbul - Kadıköy - Suadiye Mh.
140,ERCİYES'DEN MÜSTAKİL GİRİŞLİ BAHÇE KATI 2+1 BALKONLU MİMARİ DEKO,homeDaire,weekend2+1,layersBahçe katı,texture90 m2,event20 Ağustos,6.975.000 TL,İstanbul - Kadıköy - Göztepe Mh.
141,ÜÇ KARDEŞLER'DEN 50. YIL MH SATLIK 2+1 90M² LÜX 1.KAT DAİRE,homeDaire,weekend2+1,layers1. Kat,texture90 m2,event20 Ağustos,2.250.000 TL,İstanbul - Sultangazi - 50. Yıl Mh.
142,ÜÇ KARDEŞLER'DEN S.ÇİFTLİĞİ MH SATILIK 125 M² 3+1 2.KAT DAİRE,homeDaire,weekend3+1,layers2. Kat,texture125 m2,event20 Ağustos,4.315.000 TL,İstanbul - Sultangazi - Sultançiftliği Mh.
143,ÜÇ KARDEŞLER'DEN MALKOÇOĞLU MH 4+2 SÜPER BAĞIMSIZ AYRI DUBLEX,homeDaire,weekend4+2,layers5. Kat,texture200 m2,event20 Ağustos,4.395.000 TL,İstanbul - Sultangazi - Malkoçoğlu Mh.
144,SATILIK 2+1 85m2 BALKONLU KULLANIŞLI DAİRE ERAY İNŞAAT EMLAK,homeDaire,weekend2+1,layers2. Kat,texture85 m2,event20 Ağustos,2.400.000 TL,İstanbul - Başakşehir - Güvercintepe Mh.
145,EYÜP SULTAN SAHİLDE DÜZ AYAK OTOPARKLI SİTEDE ULTRA LÜX DAİRELER,homeDaire,weekend1+1,layers10. Kat,texture80 m2,event20 Ağustos,6.750.000 TL,İstanbul - Eyüpsultan - Silahtarağa Mh.
146,EYÜPSULTAN SAHİLDE DÜZ AYAK SİTEDE OTOPARKLI SÜPER KONUM SATILIK,homeDaire,weekend2+1,layers4. Kat,texture106 m2,event20 Ağustos,4.150.000 TL,İstanbul - Eyüpsultan - Sakarya Mh.
147,DUMLUPINARDA 1+1 ARA KAT KREDİYE UYGUN DAİRE,homeDaire,weekend1+1,layers1. Kat,texture65 m2,event20 Ağustos,1.850.000 TL,İstanbul - Pendik - Dumlupınar Mh.
148,Kurtköy Yenişehir Çimen Sitesinde Satılık Daire,homeDaire,weekend2+1,layers4. Kat,texture75 m2,event20 Ağustos,3.250.000 TL,İstanbul - Pendik - Yenişehir Mh.
149,SANCAKTEPE SARIGAZİ MAH.SATILIK ARALAT ARAKAT,homeDaire,weekend2+1,layers2. Kat,texture120 m2,event20 Ağustos,3.650.000 TL,İstanbul - Sancaktepe - Atatürk Mh.
150,ÇEKMEKÖY MEHMET AKİF MAH. SATILIK BAHÇE DUBLEK,homeDaire,weekend3+1,layersYüksek giriş,texture140 m2,event20 Ağustos,3.100.000 TL,İstanbul - Çekmeköy - Mehmet Akif Mh.
151,"BAHÇELİEVLER KOCASİNAN MAH SIFIR 80,M2-2+1-1,KAT DAİRE",homeDaire,weekend2+1,layers1. Kat,texture90 m2,event20 Ağustos,4.400.000 TL,İstanbul - Bahçelievler - Kocasinan Merkez Mh.
152,Mertcan dan Abdi İpekçi Cad Sıfır Açık Balkonlu 3+1 Ara Kat Dair,homeDaire,weekend3+1,layers1. Kat,texture120 m2,event20 Ağustos,5.485.000 TL,İstanbul - Kartal - Hürriyet Mh.
153,Şerifali Hat Boyu Cad Üzerinde AraKatta 3+1 Balkonlu Kelepirrr,homeDaire,weekend3+1,layers1. Kat,texture120 m2,event20 Ağustos,4.990.000 TL,İstanbul - Ümraniye - Tatlısu Mh.
154,METROYA 8 DK LÜKS DEKORLU ACİL SATILIK 2+1 SIFIR DAİRE !!!,homeDaire,weekend2+1,layersYüksek giriş,texture115 m2,event20 Ağustos,2.350.000 TL,İstanbul - Esenyurt - Güzelyurt Mh.
155,ELEGANT İNŞAATTAN MERKEZİ KONUMDA 2+1 SATILIK ARAKAT DAİRE,homeDaire,weekend2+1,layers1. Kat,texture120 m2,event21 Ağustos,1.800.000 TL,İstanbul - Esenyurt - Çınar Mh.
156,ELEGANT İNŞAATTAN KAVAKLIDA 5+2 AYRI GİRİŞLİ DUBLEKS,homeDaire,weekend5+2,layers3. Kat,texture250 m2,event21 Ağustos,4.700.000 TL,İstanbul - Beylikdüzü - Sahil Mh.
157,METROYA 3 DK 3+1 ACİL SATILIK SIFIR LÜKS DEKORLU DAİRE !!!,homeDaire,weekend3+1,layersBahçe katı,texture120 m2,event20 Ağustos,1.850.000 TL,İstanbul - Beylikdüzü - Cumhuriyet Mh.
158,SAVAŞ EMLAK'TAN SATILIK 1+1 YÜKSEK GİRİŞ YENİ KREDİYE UYGUN DAİRE,homeDaire,weekend1+1,layersYüksek giriş,texture75 m2,event20 Ağustos,1.700.000 TL,İstanbul - Küçükçekmece - Mehmet Akif Mh.
159,Çağlayan’da satılık iki daire altlığı 280 metre² caddeye yakın me,homeDaire,weekend7+1,layers2. Kat,texture300 m2,event20 Ağustos,6.200.000 TL,İstanbul - Kağıthane - Çağlayan Mh.
160,ÜMRANİYE KAZIM KARABEKİRDE YATIRIMLIK 1+1  HİSSELİ GİRİŞ KAT DAİR,homeDaire,weekend1+1,layersYüksek giriş,texture65 m2,event21 Ağustos,1.150.000 TL,İstanbul - Ümraniye - Kazım Karabekir Mh.
161,İnönü mah yüksek g.2t1 90m2 acil Satılık daire,homeDaire,weekend2+1,layersYüksek giriş,texture90 m2,event20 Ağustos,2.575.000 TL,İstanbul - Küçükçekmece - İnönü Mh.
162,Satılık 3 + 120 metre² ikinci kat Metro metrobüse yakın daire kat,homeDaire,weekend3+1,layers2. Kat,texture130 m2,event20 Ağustos,4.700.000 TL,İstanbul - Kağıthane - Çağlayan Mh.
163,OLD   CİTY'DEN YAYLA U HASAN CDYAKINI BAKIMLI 3+1 135M2 LÜXASAN,homeDaire,weekend3+1,layers5. Kat,texture145 m2,event20 Ağustos,3.350.000 TL,İstanbul - Bahçelievler - Siyavuşpaşa Mh.
164,halkalı merkez Zeynebiye cad Erzincan blok 130m2 Satılık,homeDaire,weekend3+1,layers2. Kat,texture130 m2,event20 Ağustos,2.600.000 TL,İstanbul - Küçükçekmece - Halkalı Merkez Mh.
165,KAVAKLI'DA HAFTANIN FIRSAT DAİRESİ! - FÜME,homeDaire,weekend3+1,layersVilla tipi,texture150 m2,event20 Ağustos,2.950.000 TL,İstanbul - Beylikdüzü - Kavaklı Mh.
166,ESENYURT NECİP FAZIL KISAKÜREK MAHALLESİ SİTE İÇİNDE 5+1 LÜKS TA,homeDaire,weekend5+1,layers24. Kat,texture130 m2,event20 Ağustos,4.985.000 TL,İstanbul - Esenyurt - Necip Fazıl Kısakürek Mh.
167,ESENYURT NİKAH SARAYINA VE MEYDANA YAKIN 2+1 ACİL SATILIK DAİRE,homeDaire,weekend2+1,layersYüksek giriş,texture110 m2,event20 Ağustos,1.785.000 TL,İstanbul - Esenyurt - Örnek Mh.
168,CYK GAYRİMENKULDEN LIBADIYEDE 3+1 SIFIR DUBLEX DAIRE,homeDaire,weekend3+1,layers5. Kat,texture145 m2,event21 Ağustos,6.800.000 TL,İstanbul - Üsküdar - Bulgurlu Mh.
169,Bahçelievler Şirinevler mahallesinde satılık 3+1 daire otoparklı,homeDaire,weekend3+1,layersYüksek giriş,texture100 m2,event20 Ağustos,4.350.000 TL,İstanbul - Bahçelievler - Şirinevler Mh.
170,BARIŞ MAHALLESİ'NDE METROBÜSE YAKIN GENİŞ 3+1 DAİRE! - FÜME,homeDaire,weekend3+1,layers7. Kat,texture175 m2,event20 Ağustos,4.399.000 TL,İstanbul - Beylikdüzü - Barış Mh.
171,SİLİVRİ KİPTAŞ 2.ETAPDA ÖN BLOKDA GÜNEY CEPHE SATILIK DAİRE,homeDaire,weekend2+1,layers5. Kat,texture75 m2,event21 Ağustos,2.200.000 TL,İstanbul - Silivri - Yeni Mh.
172,OLD CİTY'DEN KELEPİR YAYLA GELİNCİK SK 5.ARAKAT 3+1 110M2 KREDİL,homeDaire,weekend3+1,layers5. Kat,texture115 m2,event20 Ağustos,2.300.000 TL,İstanbul - Bahçelievler - Siyavuşpaşa Mh.
173,SİEM DEN HAVUZLU FULL KONSEPT SİTE İÇERİSİNDE SIFIR ARAKAT DAİRE,homeDaire,weekend2+1,layers2. Kat,texture120 m2,event20 Ağustos,3.400.000 TL,İstanbul - Beylikdüzü - Kavaklı Mh.
174,SİEM DEN KAÇIRILMAYACAK FIRSAT HAVUZLU SİTE İÇİNDE KELEPİRR 2+1!,homeDaire,weekend2+1,layers2. Kat,texture120 m2,event20 Ağustos,3.649.000 TL,İstanbul - Beylikdüzü - Adnan Kahveci Mh.
175,"ÜMRANİYE,ATAKENT'DE,4+1,170m2(120m2 ARSA iÇİNDE),2 WC'Lİ,BAHÇELİ,",homeMüstakil Ev,weekend4+1,N/A,texture180 m2,event20 Ağustos,9.500.000 TL,İstanbul - Ümraniye - Atakent Mh.
176,ÜSKÜDAR ÖZYILMAZ DAN MERKEZİ LOKASYONDA FERAH 2+1 SATILIK DAİRE,homeDaire,weekend2+1,layers4. Kat,texture75 m2,event20 Ağustos,2.500.000 TL,İstanbul - Üsküdar - Zeynep Kamil Mh.
177,ZEYNEPKAMİL ARA KAT 2+1 KREDİYE UYGUN MASRAFSIZ SATILIK DAİRE,homeDaire,weekend2+1,layers3. Kat,texture75 m2,event20 Ağustos,3.500.000 TL,İstanbul - Üsküdar - Zeynep Kamil Mh.
178,KADIKÖY SUADİYE DE GÜVENLİKLİ ÇOCUK PARKLI YEŞİLLİKLER İÇİNDE SI,homeDaire,weekend2+1,layers2. Kat,texture95 m2,event20 Ağustos,11.950.000 TL,İstanbul - Kadıköy - Suadiye Mh.
179,ESA Gayrimenkul’den Arnavutköy’de Satılık 4+2 Dubleks,homeDaire,weekend4+2,layersBahçe dublex,texture150 m2,event20 Ağustos,3.650.000 TL,İstanbul - Arnavutköy - Haraççı Mh.
180,Sultanbeyli Ahmet Yesevi'de Sıfır Geniş Teraslı 2+1 Fırsat Daire,homeDaire,weekend2+1,layers1. Kat,texture80 m2,event20 Ağustos,4.650.000 TL,İstanbul - Sultanbeyli - Adil Mh.
181,SULTANGAZİ CEBECİ MAHALLESİ'NDE SATILIK 3+1 DAİRE,homeDaire,weekend3+1,layers3. Kat,texture125 m2,event20 Ağustos,2.850.000 TL,İstanbul - Sultangazi - Cebeci Mh.
182,ESENYURT SELÂHATTİN EYYUBİ MAHALLESİ TERS DUBLEKS,homeDaire,weekend2+2,layersBahçe dublex,texture150 m2,event20 Ağustos,1.650.000 TL,İstanbul - Esenyurt - Selahaddin Eyyubi Mh.
183,EZDA GAYRİMENKUL'DEN AŞİYAN SİTESİNDE SATILIK DAİRE,homeDaire,weekend3+1,layers3. Kat,texture115 m2,event20 Ağustos,2.390.000 TL,İstanbul - Esenyurt - Yeşilkent Mh.
184,BAHÇELİEVLER ÇAMLIK CAD YAKINI KREDİYE UYGUN  SATILIK FIRSAT DAİ,homeDaire,weekend1+1,layers2. Kat,texture70 m2,event20 Ağustos,1.650.000 TL,İstanbul - Bahçelievler - Bahçelievler Mh.
185,BÜLENT YILMAZ'DAN 2+1 ÇİFT BALKONLU ARA KAT SATILIK DAİRE,homeDaire,weekend2+1,layersKot 1 (-1). Kat,texture100 m2,event20 Ağustos,2.275.000 TL,İstanbul - Sultangazi - Gazi Mh.
186,ŞEHİTLER PARKINA CEPHE MERKEZİ  KONUMDA LÜKS DEKORLU 3+1 GENİŞ VE,homeDaire,weekend3+1,layersYüksek giriş,texture150 m2,event20 Ağustos,2.150.000 TL,İstanbul - Esenyurt - Talatpaşa Mh.
187,Kurtköy'de 1+1 Modern Daire,homeDaire,weekend1+1,layers2. Kat,texture90 m2,event20 Ağustos,3.250.000 TL,İstanbul - Pendik - Kurtköy Mh.
188,MY GARDEN ARNAVUTKÖY 3+1 Satılık Daire,homeDaire,weekend3+1,layers1. Kat,texture165 m2,event20 Ağustos,6.750.000 TL,İstanbul - Arnavutköy - İslambey Mh.
189,GoldHouse dan Satılık Kocasinan da Sıfır Bina 2+1 Bahçe Kat,homeDaire,weekend2+1,layersBahçe katı,texture75 m2,event20 Ağustos,2.100.000 TL,İstanbul - Bahçelievler - Kocasinan Merkez Mh.
190,PENDİK SAPANBAĞLARINDA SATILIK 2+1 DAİRE,homeDaire,weekend2+1,layers3. Kat,texture80 m2,event20 Ağustos,3.850.000 TL,İstanbul - Pendik - Sapan Bağları Mh.
191,▃TURYAP BOSTANCI▃ALTINTEPE'DE İÇİ LÜKS YAPILI 4 YILLIK 65m² 1+1!,homeDaire,weekend1+1,layersDüz Giriş (Zemin),texture65 m2,event20 Ağustos,3.690.000 TL,İstanbul - Maltepe - Altıntepe Mh.
192,Üsküdar Kandilli Şimşek Yuva Sitesi 'Nde Yatırımlık 2+1 Satılık D,homeDaire,weekend2+1,layersBahçe katı,texture110 m2,event20 Ağustos,5.100.000 TL,İstanbul - Beykoz - Yeni Mahalle Mh.
193,İÇERENKÖYDE MERKEZE YAKIN GENÇ BİNADA ARA KAT 2+1 DAİRE,homeDaire,weekend2+1,layers1. Kat,texture70 m2,event20 Ağustos,3.600.000 TL,İstanbul - Ataşehir - İçerenköy Mh.
194,KÜÇÜKYALI METROYA MARMARAYA YAKIN ARAKAT GENİŞ 3+1 DAİRE,homeDaire,weekend3+1,layers3. Kat,texture140 m2,event20 Ağustos,3.650.000 TL,İstanbul - Maltepe - Çınar Mh.
195,▃TURYAP BOSTANCI▃ ALTINTEPE KIZILAY'DA 4 YILLIK 90m² 2+1 !,homeDaire,weekend2+1,layersYüksek giriş,texture90 m2,event20 Ağustos,5.650.000 TL,İstanbul - Maltepe - Altıntepe Mh.
196,BAHÇELİEVLER ŞİRİNEVLER SATILIK DAİRE,homeDaire,weekend2+1,layersDüz Giriş (Zemin),texture85 m2,event20 Ağustos,1.800.000 TL,İstanbul - Bahçelievler - Şirinevler Mh.
197,BAHÇELİEVLER ŞİRİNEVLER DE SATILIK DAİRE,homeDaire,weekend2+1,layers5. Kat,texture110 m2,event20 Ağustos,2.500.000 TL,İstanbul - Bahçelievler - Şirinevler Mh.
198,MIMAROBA'DA 4+2 GENIS TERASLI SATILIK DAIRE,homeDaire,weekend4+2,layersÇatı Dubleks,texture240 m2,event20 Ağustos,5.350.000 TL,İstanbul - Büyükçekmece - Murat Çeşme Mh.
199,Ay Gayrimenkul'den Butik Sitede Marmaraya Yürüme mesafesinde 2+ S,homeDaire,weekend2+1,layers7. Kat,texture90 m2,event20 Ağustos,3.550.000 TL,İstanbul - Küçükçekmece - İstasyon Mh.
200,GÜZELCEDE 4+1 SATILIK VİLLA DENİZ MANZARALI HAVUZLU E5 YOLUNA 1D,homeVilla,weekend4+1,N/A,texture241 m2,event20 Ağustos,12.500.000 TL,İstanbul - Büyükçekmece - Bahçelievler Mh.
201,FİYAT DÜŞTÜ!  ESENYURT MUHSİN YAZICIOĞLU PARKINA CEPHE 2+1 ŞIK DA,homeDaire,weekend2+1,layersBahçe katı,texture110 m2,event20 Ağustos,1.200.000 TL,İstanbul - Esenyurt - Selahaddin Eyyubi Mh.
202,BÜLENT YILMAZ'DAN 75.YIL MAH. 2.KAT 120M2 2+1 SATILIK DAİRE,homeDaire,weekend2+1,layers2. Kat,texture120 m2,event20 Ağustos,2.850.000 TL,İstanbul - Sultangazi - 75. Yıl Mh.
203,Küçükçekmece İkitelli Mehmet Akif Mah. Satılık Ara Kat 2+1 Daire,homeDaire,weekend2+1,layers3. Kat,texture90 m2,event20 Ağustos,1.750.000 TL,İstanbul - Küçükçekmece - Mehmet Akif Mh.
204,MALTEPE BAŞIBÜYÜKYOLU CADDESİNDE SATILIK GİRİŞ KATI. 2+1 DAİRE,homeDaire,weekend2+1,layersDüz Giriş (Zemin),texture110 m2,event20 Ağustos,2.250.000 TL,İstanbul - Maltepe - Fındıklı Mh.
205,FIRSAT FİYAT! GENİŞ BAHÇELİ MASRAFSIZ 2+1 EMSALLERİNİN EN UYGUNU,homeDaire,weekend2+1,layersBahçe katı,texture110 m2,event20 Ağustos,1.190.000 TL,İstanbul - Esenyurt - Üçevler Mh.
206,BEYLİKDÜZÜ ŞAHANE'DEN WEST MARİNANIN DİBİNDE DENİZ MANZARALI LÜKS,homeDaire,weekend2+1,layers2. Kat,texture110 m2,event20 Ağustos,6.900.000 TL,İstanbul - Beylikdüzü - Sahil Mh.
207,BAHÇELİEVLER HÜRRİYET MAHALLESİNDE SATILIK 2+1 BAHÇE KATI,homeDaire,weekend2+1,layersBahçe katı,texture100 m2,event20 Ağustos,2.850.000 TL,İstanbul - Bahçelievler - Hürriyet Mh.
208,Bebeköy Backyard Komşu Yeşillik ve Manzaralı 3+1 Satılık Daire,homeDaire,weekend3+1,layers5. Kat,texture140 m2,event20 Ağustos,13.200.000 TL,İstanbul - Beşiktaş - Kültür Mh.
209,AVCILAR ÜNİVERSİTE MAHALLESİNDE MERKEZİ KONUMDA SATILIK 2+1 DAİR,homeDaire,weekend2+1,layersYüksek giriş,texture95 m2,event20 Ağustos,2.700.000 TL,İstanbul - Avcılar - Gümüşpala Mh.
210,SOĞANLI MİMAR SİNAN CADDESİNDE 2+1 SATILIK DAİRE,homeDaire,weekend2+1,layers3. Kat,texture100 m2,event20 Ağustos,2.200.000 TL,İstanbul - Bahçelievler - Soğanlı Mh.
211,SANCAKTEPE OSMANGAZİDE 4+1 İSKANLI ÜST DUBLEX,homeDaire,weekend4+1,layers3. Kat,texture170 m2,event20 Ağustos,3.530.000 TL,İstanbul - Sancaktepe - Osmangazi Mh.
212,ESENYURTTA SATILIK DAIRE GERÇEK FİYATA BİR TELEFON KADAR YAKIN,homeDaire,weekend2+1,layers2. Kat,texture110 m2,event20 Ağustos,2.550.000 TL,İstanbul - Esenyurt - Mehmet Akif Ersoy Mh.
213,GÜNEYDEN METROYA 7 DAKİKA YÜRÜME 2+1.75  M2 TERASLI  DAİRE,homeDaire,weekend2+1,layersBahçe katı,texture75 m2,event20 Ağustos,3.000.000 TL,İstanbul - Maltepe - Zümrütevler Mh.
214,satılık daire,homeDaire,weekend2+1,layersDüz Giriş (Zemin),texture85 m2,event20 Ağustos,2.600.000 TL,İstanbul - Eyüpsultan - İslambey Mh.
215,Mertcan'dan Kurtköy Havuzlu Güvenlikli Sitede Balkonlu 3+1 Daire,homeDaire,weekend3+1,layers5. Kat,texture125 m2,event20 Ağustos,5.950.000 TL,İstanbul - Pendik - Kurtköy Mh.
216,Mertcan'dan Ankara Cad.4dk Mesafeli Geniş Ara Kat 1+1 Daire,homeDaire,weekend1+1,layers2. Kat,texture80 m2,event20 Ağustos,2.299.000 TL,İstanbul - Pendik - Yayalar Mh.
217,EERPAY İNŞAAT'TAN 50.YIL MAH'DE 2+1 85M² ARA KAT DAİRE,homeDaire,weekend2+1,layers2. Kat,texture90 m2,event20 Ağustos,3.450.000 TL,İstanbul - Sultangazi - 50. Yıl Mh.
218,YENİBOSNA FEVZİ ÇAKMAK MAH SATILIK DAİRE  2+1,homeDaire,weekend2+1,layers4. Kat,texture85 m2,event20 Ağustos,2.250.000 TL,İstanbul - Bahçelievler - Fevzi Çakmak Mh.
219,Arnavutköyde satılık daire,homeDaire,weekend2+1,layersKot 1 (-1). Kat,texture85 m2,event20 Ağustos,2.350.000 TL,İstanbul - Arnavutköy - Taşoluk Mh.
220,CB Alesta'dan Tuzla Marina'ya Komşu 4+1 Satılık Dubleks,homeDaire,weekend4.5+1,layersBahçe dublex,texture160 m2,event20 Ağustos,8.500.000 TL,İstanbul - Tuzla - İstasyon Mh.
221,Sıfır Bahçe Katı Sıfır,homeDaire,weekend1+1,layersBahçe katı,texture75 m2,event20 Ağustos,2.000.000 TL,İstanbul - Gaziosmanpaşa - Barbaros Hayrettinpaşa Mh.
222,BÖLGENİN EN KULLANIŞLI GENİŞ AİLELERE ÖZEL MUAZZAM 3+1 BAHÇE KA,homeDaire,weekend3+1,layersBahçe katı,texture130 m2,event20 Ağustos,1.625.000 TL,İstanbul - Esenyurt - İnönü Mh.
223,SİLİVRİ SELİMPAŞA DA LÜX 6+2 DEV HAVUZLU SAUNALI VİLLA,homeVilla,weekend6+2,N/A,texture600 m2,event20 Ağustos,33.750.000 TL,İstanbul - Silivri - Selimpaşa Mh.
224,GÖZTEPE'DE DENİZ MANZARALI YÜKSEK TAVANLI 4+2 DUBLEKS,homeDaire,weekend3+1,layers14. Kat,texture300 m2,event20 Ağustos,29.000.000 TL,İstanbul - Kadıköy - Göztepe Mh.
225,SUADİYE DE BAĞDATA ÇOK YAKIN KONUMDA YENİ BİNADA ÖNÜ AÇIK FERAH,homeDaire,weekend2+1,layers10. Kat,texture90 m2,event20 Ağustos,10.650.000 TL,İstanbul - Kadıköy - Suadiye Mh.
226,GÖZTEPE'DE DENİZ MANZARALI FERAH 3+1 SATILIK DAİRE,homeDaire,weekend3+1,layers13. Kat,texture120 m2,event20 Ağustos,18.250.000 TL,İstanbul - Kadıköy - Göztepe Mh.
227,GÖZTEPE'DE FERAH IŞIL IŞIL 105 M2 NET BALKONLU SIFIR 3+1 DAİRE,homeDaire,weekend3+1,layers13. Kat,texture138 m2,event20 Ağustos,17.750.000 TL,İstanbul - Kadıköy - Göztepe Mh.
228,SİLİVRİ MİMARSİNAN MAH SATILIK 2+1 3.KAT DAİRE,homeDaire,weekend2+1,layersKot 3 (-3). Kat,texture95 m2,event20 Ağustos,1.850.000 TL,İstanbul - Silivri - Mimar Sinan Mh.
229,ACİL ÇEKMEKÖY AYDINLAR MAHALLEİSNDE 2+1 AMERİKAN MUTFAKLI BAHÇEKA,homeDaire,weekend2+1,layersBahçe katı,texture80 m2,event20 Ağustos,1.850.000 TL,İstanbul - Çekmeköy - Aydınlar Mh.
230,ESENYURT İNÖNÜ MAHALLESİ'NDE KELEPİR 3+1 SATILIK DAİRE!,homeDaire,weekend3+1,layers3. Kat,texture140 m2,event20 Ağustos,2.550.000 TL,İstanbul - Esenyurt - İnönü Mh.
231,Ataköy konaklarında d tipi 3+1 ara kat boş veya kiracılı teslim,homeDaire,weekend3+1,layers3. Kat,texture184 m2,event20 Ağustos,31.250.000 TL,İstanbul - Bakırköy - Ataköy 2-5-6. Kısım Mh.
